,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,brand_name
5429,2018,860000,60000,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,5.0,Tata
5430,2018,400000,20000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5.0,Tata
5431,2013,240000,142000,Diesel,Individual,Manual,Second Owner,23.2,1248,73.94,5.0,Maruti
5432,2015,570000,72000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5.0,Maruti
5433,2018,850000,90000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5.0,Ford
5434,2011,155000,80000,Diesel,Individual,Manual,Third Owner,20.0,1399,68.0,5.0,Ford
5435,2011,270000,125000,Diesel,Individual,Manual,First Owner,23.0,1396,90.0,5.0,Hyundai
5436,2015,610000,33000,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,5.0,Maruti
5437,2015,1000000,50000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5.0,Hyundai
5438,2012,450000,120000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,9.0,Mahindra
5439,2018,500000,35000,Diesel,Individual,Manual,First Owner,25.4,1186,73.97,5.0,Hyundai
5440,2018,700000,43000,Diesel,Individual,Manual,First Owner,27.4,1498,98.63,5.0,Honda
5441,2007,135000,60000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5.0,Maruti
5442,2012,430000,148000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,9.0,Mahindra
5443,2014,625000,70000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5.0,Hyundai
5444,2011,280000,96000,Petrol,Individual,Manual,First Owner,16.95,1498,97.7,5.0,Nissan
5445,2015,800000,70000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,7.0,Mahindra
5446,2012,220000,70000,Diesel,Individual,Manual,Second Owner,23.2,1248,73.94,5.0,Maruti
5447,2017,620000,18484,Petrol,Individual,Manual,First Owner,20.89,1197,81.8,5.0,Maruti
5448,2011,300000,70000,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,7.0,Tata
5449,2010,180000,25000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5.0,Maruti
5450,2013,250000,120000,Diesel,Individual,Manual,Third Owner,22.07,1199,73.9,5.0,Volkswagen
5451,2017,480000,55000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,5.0,Maruti
5452,2019,885000,10000,Petrol,Individual,Manual,Second Owner,17.0,1497,121.31,5.0,Ford
5453,2020,550000,60000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6.0,Mahindra
5454,2018,800000,30000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5.0,Maruti
5455,2013,180000,65000,Petrol,Individual,Manual,First Owner,17.92,1086,62.1,5.0,Hyundai
5456,2012,380000,50000,Diesel,Individual,Manual,Second Owner,21.9,1396,88.76,5.0,Hyundai
5457,2019,520000,2560,Petrol,Individual,Automatic,First Owner,24.0,1199,83.81,5.0,Tata
5458,2004,90000,60000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5.0,Maruti
5459,2016,330000,80000,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,5.0,Maruti
5460,1999,40000,50000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4.0,Maruti
5461,2015,370000,120000,Diesel,Individual,Manual,First Owner,18.2,1248,73.8,8.0,Chevrolet
5462,2009,290000,120000,Petrol,Individual,Manual,Second Owner,16.8,1497,116.3,5.0,Honda
5463,2013,215000,47000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5.0,Hyundai
5464,2017,1282000,45000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,7.0,Tata
5465,2012,610000,90000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,8.0,Toyota
5466,2013,380000,110000,Diesel,Individual,Manual,Second Owner,21.27,1396,88.76,5.0,Hyundai
5467,2017,1250000,95000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,7.0,Mahindra
5468,2012,400000,103655,Diesel,Individual,Manual,Second Owner,22.32,1582,126.3,5.0,Hyundai
5469,2018,700000,25000,Petrol,Individual,Automatic,Second Owner,17.4,1197,81.86,5.0,Hyundai
5470,2014,650000,80000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,5.0,Renault
5471,2014,95000,50000,Petrol,Individual,Manual,Second Owner,25.4,624,37.5,4.0,Tata
5472,2015,1147000,56975,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7.0,Mahindra
5473,2010,150000,110000,Petrol,Individual,Manual,First Owner,0.0,1086,62.0,5.0,Hyundai
5474,2008,120000,80000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5.0,Maruti
5475,2010,180000,187000,Diesel,Dealer,Manual,Second Owner,17.8,1399,68.0,5.0,Ford
5476,2013,325000,69000,Diesel,Dealer,Manual,First Owner,18.6,1388,67.0,5.0,Ford
5477,2015,550000,206000,Diesel,Dealer,Manual,First Owner,22.77,1498,98.59,5.0,Ford
5478,2018,950000,27000,Diesel,Dealer,Manual,First Owner,22.77,1498,98.59,5.0,Ford
5479,2014,500000,132000,Diesel,Dealer,Manual,Second Owner,22.7,1498,89.84,5.0,Ford
5480,2017,725000,75000,Diesel,Dealer,Manual,First Owner,26.1,1498,99.23,5.0,Ford
5481,2015,500000,18000,Petrol,Dealer,Manual,Second Owner,18.5,1194,94.93,5.0,Ford
5482,2011,180000,218000,Diesel,Individual,Manual,First Owner,21.0,1461,64.1,5.0,Mahindra
5483,2016,650000,10000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5.0,Hyundai
5484,2010,285000,80000,Diesel,Individual,Manual,First Owner,17.8,1248,75.0,5.0,Maruti
5485,2011,210000,215000,Diesel,Individual,Manual,First Owner,21.0,1461,64.1,5.0,Mahindra
5486,2012,200000,137000,Diesel,Individual,Manual,First Owner,17.8,1399,67.0,5.0,Ford
5487,2011,295000,65000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5.0,Volkswagen
5488,2007,160000,120000,Petrol,Individual,Manual,Third Owner,17.7,1497,78.0,5.0,Honda
5489,2017,450000,10000,Petrol,Individual,Automatic,First Owner,23.1,998,67.04,5.0,Maruti
5490,2016,385000,20000,Petrol,Individual,Manual,First Owner,20.62,1198,67.0,7.0,Datsun
5491,2011,350000,93500,Diesel,Individual,Manual,Second Owner,18.6,1388,67.0,5.0,Ford
5492,2019,558000,70000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5.0,Maruti
5493,2010,165000,56000,Petrol,Individual,Manual,Third Owner,17.92,1086,62.1,5.0,Hyundai
5494,2012,300000,80000,Diesel,Individual,Manual,Second Owner,21.9,1396,88.76,5.0,Hyundai
5495,2012,900000,100000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7.0,Mahindra
5496,2008,830000,60000,Diesel,Individual,Automatic,Third Owner,11.0,2993,235.0,5.0,BMW
5497,2014,640000,65000,Diesel,Individual,Manual,Second Owner,21.14,1498,103.52,5.0,Skoda
5498,2015,900000,70000,Diesel,Individual,Manual,Third Owner,15.4,2179,120.0,7.0,Mahindra
5499,2013,450000,60000,Diesel,Individual,Manual,First Owner,18.2,1248,73.8,7.0,Chevrolet
5500,2018,825000,82000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5.0,Maruti
5501,2013,500000,80000,Diesel,Individual,Manual,Second Owner,13.7,2179,138.1,7.0,Tata
5502,2017,325000,5000,Petrol,Individual,Manual,Second Owner,18.15,1198,82.0,6.0,Mahindra
5503,2014,450000,133000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,5.0,Renault
5504,2017,675000,25000,Petrol,Individual,Manual,Second Owner,17.5,1199,88.7,5.0,Honda
5505,2017,415000,15000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5.0,Tata
5506,2017,1100000,40000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5.0,Hyundai
5507,2016,500000,35000,Petrol,Individual,Manual,First Owner,17.0,1198,73.75,5.0,Volkswagen
5508,2014,509999,70000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7.0,Mahindra
5509,2007,200000,152000,Diesel,Individual,Manual,Fourth & Above Owner,10.5,2609,120.0,9.0,Mahindra
5510,2007,60000,100000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4.0,Maruti
5511,2013,500000,80000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.3,5.0,Hyundai
5512,2009,45000,100000,Diesel,Individual,Manual,Second Owner,17.2,1396,53.5,5.0,Tata
5513,2017,270000,50000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,Renault
5514,2017,550000,40000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5.0,Hyundai
5515,2016,235000,60000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5.0,Renault
5516,2018,600000,40000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,Hyundai
5517,2015,525000,60000,Diesel,Individual,Manual,First Owner,27.3,1498,98.6,5.0,Honda
5518,2012,325000,90000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5.0,Maruti
5519,2014,420000,90000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5.0,Maruti
5520,2014,229999,60000,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,5.0,Maruti
5521,2013,375000,80000,Diesel,Individual,Manual,Fourth & Above Owner,23.4,1248,74.0,5.0,Maruti
5522,2012,750000,120000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,8.0,Mahindra
5523,2018,400000,40000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5.0,Tata
5524,2013,600000,91000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7.0,Mahindra
5525,2008,110000,80000,Petrol,Individual,Manual,Third Owner,17.8,1086,63.0,5.0,Hyundai
5526,2007,45000,73257,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4.0,Maruti
5527,2019,722000,80000,Diesel,Individual,Manual,First Owner,0.0,2523,70.0,2.0,Mahindra
5528,2020,500000,15000,Petrol,Individual,Manual,First Owner,23.84,1199,83.83,5.0,Tata
5529,2007,250000,110000,Diesel,Individual,Manual,Second Owner,18.1,1493,110.0,5.0,Hyundai
5530,2018,950000,40000,Diesel,Individual,Manual,First Owner,21.13,1498,108.6,5.0,Skoda
5531,2013,375000,212000,Diesel,Individual,Manual,First Owner,21.64,1461,84.8,5.0,Nissan
5532,2018,780000,30000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5.0,Maruti
5533,2018,575000,30000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,5.0,Hyundai
5534,2017,563000,30000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5.0,Hyundai
5535,2017,450000,15000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5.0,Tata
5536,2020,2300000,1000,Diesel,Individual,Automatic,First Owner,13.68,2393,147.51,7.0,Toyota
5537,1999,80000,26320,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4.0,Maruti
5538,2010,320000,135000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,5.0,Hyundai
5539,2008,375000,100000,Petrol,Individual,Manual,Third Owner,13.5,1799,130.0,5.0,Honda
5540,2017,400000,120000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,5.0,Maruti
5541,2011,600000,230000,Diesel,Individual,Manual,First Owner,14.0,2498,112.0,7.0,Mahindra
5542,2016,315000,60000,Petrol,Individual,Manual,Second Owner,23.01,999,67.0,5.0,Renault
5543,2012,1100000,80000,Diesel,Individual,Automatic,Second Owner,16.07,1995,181.0,5.0,BMW
5544,2010,350000,190000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5.0,Maruti
5545,2016,375000,120000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,5.0,Maruti
5546,2013,1050000,217000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,8.0,Toyota
5547,2015,350000,29000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5.0,Maruti
5548,2010,120000,120000,Petrol,Individual,Manual,Third Owner,18.9,1061,67.0,5.0,Maruti
5549,2015,819999,90000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7.0,Mahindra
5550,2018,451999,30000,Petrol,Individual,Automatic,Second Owner,23.1,998,67.04,5.0,Maruti
5551,2016,500000,56000,Petrol,Individual,Manual,Third Owner,18.9,1197,82.0,5.0,Hyundai
5552,2015,1250000,90000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,8.0,Toyota
5553,2015,500000,120000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7.0,Mahindra
5554,2015,490000,60000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5.0,Maruti
5555,2008,200000,147000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5.0,Maruti
5556,2012,240000,35000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5.0,Maruti
5557,2018,655000,19500,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,Hyundai
5558,2018,620000,38426,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5.0,Hyundai
5559,2015,450000,35000,Petrol,Individual,Manual,Second Owner,20.4,1197,83.11,5.0,Maruti
5560,2014,310000,35000,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,5.0,Maruti
5561,2007,150000,50000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5.0,Maruti
5562,2012,180000,120000,Diesel,Individual,Manual,First Owner,25.44,936,57.6,5.0,Chevrolet
5563,2011,150000,120000,Diesel,Individual,Manual,First Owner,19.4,1405,70.0,5.0,Tata
5564,2011,160000,112000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,5.0,Ford
5565,2013,600000,70000,Diesel,Individual,Manual,Third Owner,14.0,2523,75.0,8.0,Mahindra
5566,2012,380000,145000,Diesel,Individual,Manual,First Owner,20.5,1598,103.5,5.0,Skoda
5567,2007,120000,135000,Diesel,Individual,Manual,First Owner,17.0,1405,70.0,5.0,Tata
5568,2011,350000,500000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.57,7.0,Toyota
5569,2012,135000,146000,Diesel,Individual,Manual,First Owner,19.61,1405,70.0,5.0,Tata
5570,2018,610000,10000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5.0,Hyundai
5571,2020,260000,50000,Diesel,Individual,Manual,First Owner,20.14,1498,88.5,5.0,Volkswagen
5572,2017,500000,25000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,5.0,Hyundai
5573,2016,220000,20000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5.0,Renault
5574,2006,121000,70000,Petrol,Individual,Manual,Second Owner,13.5,1799,130.0,5.0,Honda
5575,2017,350000,50000,Diesel,Individual,Manual,First Owner,25.0,1396,69.01,5.0,Tata
5576,2018,2200000,25000,Diesel,Individual,Automatic,Second Owner,15.17,1968,181.0,5.0,Audi
5577,2011,280000,100000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,5.0,Hyundai
5578,2020,919999,20000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,5.0,Tata
5579,2011,320000,155000,Diesel,Individual,Manual,First Owner,23.0,1396,90.0,5.0,Hyundai
5580,2012,140000,70000,Diesel,Individual,Manual,Fourth & Above Owner,20.0,1399,68.0,5.0,Ford
5581,2012,310000,25000,Diesel,Individual,Manual,Second Owner,21.5,1248,88.8,5.0,Maruti
5582,2006,65000,120000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4.0,Maruti
5583,2013,300000,90000,Diesel,Individual,Manual,First Owner,18.2,1248,73.8,7.0,Chevrolet
5584,2011,575000,110000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,7.0,Mahindra
5585,2014,440000,110000,Diesel,Individual,Manual,Second Owner,13.49,2179,138.03,5.0,Tata
5586,2012,380000,100000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5.0,Maruti
5587,2010,140000,116700,Petrol,Individual,Manual,Fourth & Above Owner,15.0,1368,90.0,5.0,Tata
5588,2015,475000,25000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,5.0,Tata
5589,2011,200000,200000,Diesel,Individual,Manual,Third Owner,13.0,2489,95.0,8.0,Mahindra
5590,2010,400000,176062,Diesel,Individual,Manual,First Owner,17.8,1248,75.0,5.0,Maruti
5591,2008,425000,250000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,8.0,Toyota
5592,2015,509999,82000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5.0,Honda
5593,2010,275000,80000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5.0,Hyundai
5594,2017,650000,40000,Diesel,Individual,Manual,Second Owner,18.2,1248,73.74,7.0,Chevrolet
5595,2019,1850000,14000,Diesel,Individual,Manual,First Owner,17.1,1956,170.0,5.0,Jeep
5596,2014,650000,129000,Diesel,Individual,Manual,First Owner,19.72,1461,108.45,5.0,Renault
5597,2016,360000,60000,Diesel,Individual,Manual,Second Owner,20.5,1248,91.7,5.0,Fiat
5598,2018,650000,82000,Diesel,Individual,Automatic,First Owner,21.73,1498,108.62,5.0,Volkswagen
5599,2013,2000000,77500,Diesel,Individual,Automatic,Third Owner,12.7,2179,187.7,5.0,Land
5600,2017,675000,50000,Diesel,Individual,Manual,Second Owner,18.2,1248,73.74,7.0,Chevrolet
5601,2006,50000,40000,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,4.0,Maruti
5602,2017,445000,39500,Petrol,Individual,Manual,First Owner,20.52,1197,81.8,5.0,Maruti
5603,2018,750000,40000,Diesel,Individual,Manual,First Owner,22.54,1396,88.76,5.0,Hyundai
5604,2012,425000,56000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5.0,Maruti
5605,2017,850000,54000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5.0,Hyundai
5606,2016,400000,20000,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,5.0,Maruti
5607,2014,200000,55896,Diesel,Individual,Manual,Second Owner,25.0,1396,69.0,5.0,Tata
5608,2016,550000,35000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5.0,Honda
5609,2012,250000,97000,Petrol,Individual,Manual,Second Owner,19.4,1198,86.8,5.0,Honda
5610,2014,206000,120000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5.0,Maruti
5611,2014,290000,50000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,Hyundai
5612,2010,45000,30400,Petrol,Individual,Manual,Fourth & Above Owner,26.0,624,35.0,4.0,Tata
5613,2012,220000,110000,Diesel,Individual,Manual,Third Owner,21.64,1461,84.8,5.0,Nissan
5614,2008,515000,120000,Diesel,Individual,Automatic,Second Owner,14.84,2143,170.0,5.0,Mercedes-Benz
5615,2010,170000,100000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5.0,Maruti
5616,2010,260000,120000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,5.0,Maruti
5617,2012,315000,130000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5.0,Volkswagen
5618,2011,225000,76000,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,5.0,Maruti
5619,2012,420000,110000,Diesel,Individual,Manual,Third Owner,19.33,1968,138.1,5.0,Volkswagen
5620,2011,525000,96000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,8.0,Mahindra
5621,2018,670000,90000,Diesel,Individual,Automatic,First Owner,28.4,1248,74.0,5.0,Maruti
5622,2013,250000,25000,Diesel,Individual,Manual,First Owner,20.0,1399,68.1,5.0,Ford
5623,2009,229999,90000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5.0,Maruti
5624,2009,229999,164000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5.0,Maruti
5625,2013,300000,120000,Petrol,Individual,Manual,Second Owner,18.0,1198,86.7,5.0,Honda
5626,2010,165000,66000,Petrol,Individual,Manual,Second Owner,19.0,998,66.1,5.0,Maruti
5627,2010,295000,250000,Diesel,Individual,Manual,First Owner,13.93,2179,138.0,7.0,Tata
5628,2011,360000,157000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.3,5.0,Hyundai
5629,2011,380000,157000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.3,5.0,Hyundai
5630,2017,300000,35000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5.0,Renault
5631,2008,320000,100000,Diesel,Individual,Manual,Second Owner,12.7,2609,116.6,9.0,Mahindra
5632,2016,325000,70000,Petrol,Individual,Manual,Second Owner,19.44,1198,67.0,7.0,Datsun
5633,2010,160000,30000,Diesel,Individual,Manual,Second Owner,21.12,1248,88.8,5.0,Tata
5634,2018,630000,40000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7.0,Mahindra
5635,2014,229999,30000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5.0,Maruti
5636,2014,440000,70000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5.0,Maruti
5637,2007,90000,60000,Petrol,Individual,Manual,Second Owner,18.0,995,62.0,5.0,Chevrolet
5638,2017,750000,60000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5.0,Maruti
5639,2012,330000,80000,Petrol,Individual,Manual,Second Owner,16.8,1497,116.3,5.0,Honda
5640,2016,715000,70000,Diesel,Individual,Manual,Second Owner,28.09,1248,88.5,5.0,Maruti
5641,2013,250000,150000,Diesel,Individual,Manual,Second Owner,20.86,1199,75.0,5.0,Skoda
5642,2007,120000,150000,Petrol,Individual,Manual,Second Owner,18.2,1061,64.0,5.0,Maruti
5643,2004,100000,25000,Petrol,Individual,Manual,Third Owner,14.2,1597,92.0,5.0,Ford
5644,2017,850000,35000,Diesel,Individual,Automatic,Second Owner,21.72,1498,108.6,5.0,Skoda
5645,2018,450000,48000,Diesel,Individual,Manual,First Owner,25.4,1186,73.97,5.0,Hyundai
5646,2012,240000,200000,Diesel,Individual,Manual,First Owner,22.07,1199,73.9,5.0,Volkswagen
5647,2015,600000,135000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5.0,Maruti
5648,2016,280000,110000,Diesel,Individual,Manual,Second Owner,18.2,1248,73.74,7.0,Chevrolet
5649,2012,465000,146000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5.0,Hyundai
5650,2018,350000,44000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5.0,Maruti
5651,2013,325000,70000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5.0,Hyundai
5652,2004,50000,271000,Diesel,Individual,Manual,First Owner,16.8,1405,62.0,5.0,Tata
5653,2006,110000,120000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5.0,Maruti
5654,2015,515000,60000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7.0,Mahindra
5655,2018,750000,40000,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,5.0,Maruti
5656,2018,350000,25000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,Hyundai
5657,2019,488999,15000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5.0,Hyundai
5658,2017,300000,27000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5.0,Maruti
5659,2017,650000,35000,Diesel,Individual,Manual,Second Owner,27.39,1248,74.0,5.0,Maruti
5660,2014,250000,40000,Petrol,Individual,Manual,First Owner,19.0,998,66.1,5.0,Maruti
5661,2014,200000,40000,Petrol,Individual,Manual,Third Owner,22.74,796,47.3,5.0,Maruti
5662,2015,950000,75262,Diesel,Individual,Manual,First Owner,15.4,2179,120.0,7.0,Mahindra
5663,2012,200000,120000,Diesel,Individual,Manual,First Owner,23.03,1396,69.0,5.0,Tata
5664,2016,276000,60000,Petrol,Individual,Manual,First Owner,20.3,998,68.05,5.0,Hyundai
5665,2014,250000,40000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,Hyundai
5666,2008,95000,80000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5.0,Maruti
5667,2011,200000,70000,Diesel,Individual,Manual,Second Owner,23.57,1396,70.0,5.0,Tata
5668,2012,450000,100000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5.0,Hyundai
5669,2013,900000,18000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7.0,Mahindra
5670,2010,200000,175000,Diesel,Individual,Manual,First Owner,19.09,1396,69.0,5.0,Tata
5671,2010,200000,70000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5.0,Hyundai
5672,2011,370000,91863,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7.0,Mahindra
5673,2008,250000,100000,Petrol,Individual,Manual,First Owner,15.2,1193,65.0,5.0,Tata
5674,2016,290000,10000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,Renault
5675,2018,900000,35000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7.0,Maruti
5676,2013,325000,120000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.1,5.0,Ford
5677,2016,425000,30000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5.0,Hyundai
5678,2016,315000,60000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,Renault
5679,2014,300000,70000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5.0,Maruti
5680,2013,325000,70000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5.0,Hyundai
5681,2016,900000,130000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5.0,Hyundai
5682,2016,950000,133000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5.0,Hyundai
5683,2010,320000,120000,Diesel,Individual,Manual,Third Owner,20.54,1598,103.6,5.0,Volkswagen
5684,2019,500000,20000,Petrol,Individual,Manual,First Owner,19.44,999,75.0,5.0,Volkswagen
5685,2012,290000,25000,Petrol,Individual,Manual,First Owner,15.6,1196,70.0,5.0,Ford
5686,2012,60000,90000,Petrol,Individual,Manual,First Owner,25.4,624,37.48,4.0,Tata
5687,2009,120000,140000,Petrol,Individual,Manual,Third Owner,19.0,998,66.1,5.0,Maruti
5688,2017,850000,103000,Diesel,Dealer,Manual,First Owner,25.6,1498,97.9,5.0,Honda
5689,2017,1750000,23000,Diesel,Dealer,Manual,First Owner,13.68,2393,147.8,7.0,Toyota
5690,2015,600000,128000,Diesel,Dealer,Manual,First Owner,26.0,1498,98.6,5.0,Honda
5691,2015,620000,33000,Diesel,Individual,Manual,First Owner,20.14,1498,88.8,5.0,Volkswagen
5692,2009,150000,70000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5.0,Maruti
5693,2011,150000,40000,Petrol,Individual,Manual,Fourth & Above Owner,0.0,1086,62.0,5.0,Hyundai
5694,2008,135000,40000,Petrol,Individual,Manual,Fourth & Above Owner,12.85,1396,99.6,5.0,Tata
5695,2011,200000,80000,Diesel,Individual,Manual,First Owner,17.0,1405,71.0,5.0,Tata
5696,2015,730000,70000,Diesel,Individual,Manual,First Owner,26.21,1248,88.5,5.0,Maruti
5697,2013,800000,100000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,8.0,Toyota
5698,2009,300000,90000,Diesel,Individual,Manual,Second Owner,14.0,2498,112.0,8.0,Mahindra
5699,2012,190000,112000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,5.0,Ford
5700,2011,350000,50000,Petrol,Individual,Manual,First Owner,15.5,1799,132.0,5.0,Honda
5701,2015,509999,62000,Diesel,Individual,Manual,Second Owner,24.4,1120,71.0,5.0,Hyundai
5702,2012,400000,90000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7.0,Maruti
5703,2013,800000,80000,Diesel,Individual,Manual,First Owner,12.99,2494,100.0,7.0,Toyota
